{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{5.20314} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34322))
{5.20314} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{5.92963} <client Loop> [STATUS]:	(generating frame)
{7.40329} <update track> [DEBUG]:	(found 2 goals)
{7.40372} <update track> [DEBUG]:	(updating targets)
{7.42694} <update track> [DEBUG]:	(updating obsticles)
{7.44443} <update track> [DEBUG]:	(updating car)
{7.48072} <update track> [DEBUG]:	(car updated with 3 points)
{7.48172} <pathGenerator> [DEBUG]:	(found destination)
{7.48172} <pathGenerator> [DEBUG]:	(Target: (239.50, 54.50))
{7.48172} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{7.48172} <pathGenerator> [DEBUG]:	(Angle to target: 0.22 rad)
{7.48172} <pathGenerator> [DEBUG]:	(Rotation applied: -0.22 rad)
{7.48172} <pathGenerator> [DEBUG]:	(Movement: 245.62 px)
{7.49238} <client sender> [STATUS]:	(create rotate -0.22374728596664853)
{7.49238} <client sender> [COMMAND]:	(sending command rotate 4.273258387798557)
{7.49238} <client sender> [STATUS]:	(has ball False)
{7.66889} <client reciever> [RESPONSE]:	(modified OK)
{7.66996} <client Loop> [FPS]:	(0.5746029649775148)
{7.66996} <client Loop> [STATUS]:	(generating frame)
{9.03793} <update track> [DEBUG]:	(found 2 goals)
{9.03893} <update track> [DEBUG]:	(updating targets)
{9.05195} <update track> [DEBUG]:	(updating obsticles)
{9.06041} <update track> [DEBUG]:	(updating car)
{9.07275} <update track> [DEBUG]:	(car updated with 3 points)
{9.07275} <pathGenerator> [DEBUG]:	(adjusted target)
{9.07275} <pathGenerator> [DEBUG]:	(Target: (240.50, 53.50))
{9.07275} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{9.07275} <pathGenerator> [DEBUG]:	(Angle to target: 0.22 rad)
{9.07275} <pathGenerator> [DEBUG]:	(Rotation applied: -0.22 rad)
{9.07275} <pathGenerator> [DEBUG]:	(Movement: 246.38 px)
{9.07626} <client sender> [STATUS]:	(create rotate -0.21888906473457354)
{9.07626} <client sender> [COMMAND]:	(sending command rotate 4.18047319695231)
{9.07626} <client sender> [STATUS]:	(has ball False)
{9.07626} <client reciever> [RESPONSE]:	(modified OK ball lost)
{9.07626} <client reciever> [STATUS]:	(Ball lost)
{9.07626} <client Loop> [FPS]:	(0.7110845881806438)
{9.07626} <client Loop> [STATUS]:	(generating frame)
{10.47136} <update track> [DEBUG]:	(found 2 goals)
{10.47221} <update track> [DEBUG]:	(updating targets)
{10.48521} <update track> [DEBUG]:	(updating obsticles)
{10.49521} <update track> [DEBUG]:	(updating car)
{10.50821} <update track> [DEBUG]:	(car updated with 3 points)
{10.50821} <pathGenerator> [DEBUG]:	(found destination)
{10.50821} <pathGenerator> [DEBUG]:	(Target: (236.50, 54.50))
{10.50821} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{10.50821} <pathGenerator> [DEBUG]:	(Angle to target: 0.23 rad)
{10.50821} <pathGenerator> [DEBUG]:	(Rotation applied: -0.23 rad)
{10.50821} <pathGenerator> [DEBUG]:	(Movement: 242.70 px)
{10.51158} <client sender> [STATUS]:	(create rotate -0.22649001545098055)
{10.51158} <client sender> [COMMAND]:	(sending command rotate 4.325640662397997)
{10.51158} <client sender> [STATUS]:	(has ball False)
{10.51158} <client reciever> [RESPONSE]:	(modified OK)
{10.51158} <client Loop> [FPS]:	(0.6967111107567455)
{10.51158} <client Loop> [STATUS]:	(generating frame)
{11.91037} <update track> [DEBUG]:	(found 2 goals)
{11.91052} <update track> [DEBUG]:	(updating targets)
{11.92154} <update track> [DEBUG]:	(updating obsticles)
{11.93194} <update track> [DEBUG]:	(updating car)
{11.94593} <update track> [DEBUG]:	(car updated with 3 points)
{11.94593} <pathGenerator> [DEBUG]:	(adjusted target)
{11.94593} <pathGenerator> [DEBUG]:	(Target: (235.50, 55.50))
{11.94593} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{11.94593} <pathGenerator> [DEBUG]:	(Angle to target: 0.23 rad)
{11.94593} <pathGenerator> [DEBUG]:	(Rotation applied: -0.23 rad)
{11.94732} <pathGenerator> [DEBUG]:	(Movement: 241.95 px)
{11.94939} <client sender> [STATUS]:	(create rotate -0.23144565475642054)
{11.94939} <client sender> [COMMAND]:	(sending command rotate 4.420286401394948)
{11.94939} <client sender> [STATUS]:	(has ball False)
{11.94939} <client reciever> [RESPONSE]:	(modified OK)
{11.94939} <client Loop> [FPS]:	(0.6955004844438232)
{11.94939} <client Loop> [STATUS]:	(generating frame)
{13.36541} <update track> [DEBUG]:	(found 2 goals)
{13.36541} <update track> [DEBUG]:	(updating targets)
{13.37941} <update track> [DEBUG]:	(updating obsticles)
{13.38841} <update track> [DEBUG]:	(updating car)
{13.40195} <update track> [DEBUG]:	(car updated with 3 points)
{13.40195} <pathGenerator> [DEBUG]:	(adjusted target)
