{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{2.86956} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34352))
{2.86956} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{4.03128} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small)
{4.03276} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x00000164AC1A9820>, <classes.Point object at 0x00000164AC1A9880>, <classes.Point object at 0x00000164AC1A98B0>]; <classes.Point object at 0x00000164AC1A98E0> Class car constructor)
{4.03276} <client Loop> [STATUS]:	(generating frame)
{4.12855} <update track> [DEBUG]:	(updating targets)
{4.16910} <update track> [DEBUG]:	(updating obsticles)
{4.18945} <update track> [DEBUG]:	(updating car)
{4.24969} <Class Car Valid> [INFO]:	(valid triangle points)
{4.24969} <Class Car Valid> [INFO]:	(valid triangle points)
{4.24969} <update track> [DEBUG]:	(car updated with 3 points)
{4.24969} <Class Car Valid> [INFO]:	(valid triangle points)
{4.24969} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25108} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25108} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25108} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25108} <pathGenerator> [DEBUG]:	(found destination)
{4.25108} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25209} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <pathGenerator> [DEBUG]:	(Target: (560.50, 279.50))
{4.25309} <pathGenerator> [DEBUG]:	(Front:   (521.00, 286.00))
{4.25309} <pathGenerator> [DEBUG]:	(Angle to target: -0.14 rad)
{4.25309} <pathGenerator> [DEBUG]:	(Rotation applied: 0.01 rad)
{4.25309} <pathGenerator> [DEBUG]:	(Movement: 40.03 px)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25309} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25409} <Class Car Valid> [INFO]:	(valid triangle points)
{4.25409} <Class Car Valid> [INFO]:	(valid triangle points)
{4.26937} <client sender> [STATUS]:	(create movement 40.03123780249619)
{4.26937} <client sender> [COMMAND]:	(sending command drive 0.40031237802496195)
{4.26937} <client sender> [STATUS]:	(has ball False)
{6.74383} <client reciever> [RESPONSE]:	(modified OK)
{6.74383} <client Loop> [FPS]:	(0.36885797921635055)
{6.74486} <client Loop> [STATUS]:	(generating frame)
{6.74784} <update track> [DEBUG]:	(updating targets)
{6.76084} <update track> [DEBUG]:	(updating obsticles)
{6.76885} <update track> [DEBUG]:	(updating car)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78185} <update track> [DEBUG]:	(car updated with 3 points)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78185} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <pathGenerator> [DEBUG]:	(adjusted target)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <pathGenerator> [DEBUG]:	(Target: (74.50, 367.50))
{6.78285} <pathGenerator> [DEBUG]:	(Front:   (522.00, 286.00))
{6.78285} <pathGenerator> [DEBUG]:	(Angle to target: 2.95 rad)
{6.78285} <pathGenerator> [DEBUG]:	(Rotation applied: -3.08 rad)
{6.78285} <pathGenerator> [DEBUG]:	(Movement: 271.40 px)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78285} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78385} <Class Car Valid> [INFO]:	(valid triangle points)
{6.78585} <client sender> [STATUS]:	(create rotate -3.079196205984763)
{6.78585} <client sender> [COMMAND]:	(sending command rotate 58.8083156318742)
{6.78585} <client sender> [STATUS]:	(has ball False)
{7.48252} <client reciever> [RESPONSE]:	(modified OK)
{7.48252} <client Loop> [FPS]:	(1.3556382253221588)
{7.48356} <client Loop> [STATUS]:	(generating frame)
{7.48656} <update track> [DEBUG]:	(updating targets)
{7.49804} <update track> [DEBUG]:	(updating obsticles)
{7.50805} <update track> [DEBUG]:	(updating car)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <update track> [DEBUG]:	(car updated with 3 points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <pathGenerator> [DEBUG]:	(adjusted target)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <Class Car Valid> [INFO]:	(valid triangle points)
{7.52105} <pathGenerator> [DEBUG]:	(Target: (74.50, 367.50))
{7.52105} <pathGenerator> [DEBUG]:	(Front:   (562.00, 280.00))
{7.52105} <pathGenerator> [DEBUG]:	(Angle to target: 2.95 rad)
{7.52249} <pathGenerator> [DEBUG]:	(Rotation applied: -3.05 rad)
{7.52249} <pathGenerator> [DEBUG]:	(Movement: 312.64 px)
{7.52249} <Class Car Valid> [INFO]:	(valid triangle points)
