{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{3.78954} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34350))
{3.78954} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{4.65525} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small)
{4.65627} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x000002483439D790>, <classes.Point object at 0x000002483439D7F0>, <classes.Point object at 0x000002483439D820>]; <classes.Point object at 0x000002483439D850> Class car constructor)
{4.65627} <client Loop> [STATUS]:	(generating frame)
{4.74908} <update track> [DEBUG]:	(updating targets)
{4.78877} <update track> [DEBUG]:	(updating obsticles)
{4.80550} <update track> [DEBUG]:	(updating car)
{4.85651} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85651} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85751} <update track> [DEBUG]:	(car updated with 3 points)
{4.85751} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85751} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85751} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <pathGenerator> [DEBUG]:	(found destination)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85850} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <pathGenerator> [DEBUG]:	(Target: (348.50, 275.50))
{4.85951} <pathGenerator> [DEBUG]:	(Front:   (276.00, 208.00))
{4.85951} <pathGenerator> [DEBUG]:	(Angle to target: 0.62 rad)
{4.85951} <pathGenerator> [DEBUG]:	(Rotation applied: -0.14 rad)
{4.85951} <pathGenerator> [DEBUG]:	(Movement: 104.29 px)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.85951} <Class Car Valid> [INFO]:	(valid triangle points)
{4.87363} <client sender> [STATUS]:	(create rotate -0.1432102195514125)
{4.87363} <client sender> [COMMAND]:	(sending command rotate 2.735113721145947)
{4.87363} <client sender> [STATUS]:	(has ball False)
{4.99547} <client reciever> [RESPONSE]:	(modified OK)
{4.99662} <client Loop> [FPS]:	(2.938185588242505)
{4.99662} <client Loop> [STATUS]:	(generating frame)
{4.99938} <update track> [DEBUG]:	(updating targets)
{5.01069} <update track> [DEBUG]:	(updating obsticles)
{5.01985} <update track> [DEBUG]:	(updating car)
{5.03123} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03123} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03123} <update track> [DEBUG]:	(car updated with 3 points)
{5.03123} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03123} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03123} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <pathGenerator> [DEBUG]:	(adjusted target)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
{5.03265} <Class Car Valid> [INFO]:	(valid triangle points)
