{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{38.77354} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 37730))
{38.77354} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{39.55277} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{39.55277} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x000001F3522E3530>, <classes.Point object at 0x000001F3531DF320>, <classes.Point object at 0x000001F3531DED20>]; Point[0,0] Class car constructor)
{39.55277} <client Loop> [STATUS]:	(generating frame)
{39.60993} <update track> [DEBUG]:	(updating walls)
{39.96510} <update track> [DEBUG]:	(found 2 goals)
{39.96510} <update track> [DEBUG]:	(updating targets)
{39.98755} <update track> [DEBUG]:	(updating obsticles)
{40.00954} <update track> [DEBUG]:	(updating car)
{40.04320} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04320} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.04320} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04320} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.04320} <update track> [DEBUG]:	(car updated with 3 points)
{40.04721} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04821} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.04821} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04821} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.04821} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04821} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.04821} <pathGenerator> [DEBUG]:	(no targets or no car)
{40.04921} <Class Car Valid> [INFO]:	(valid triangle points)
{40.04921} <Class Car Valid> [INFO]:	(area: 2929.25)
{40.06335} <client Loop> [RETRY]:	(failed to follow path (empty))
{40.06335} <client Loop> [FPS]:	(1.958566754314815)
{40.06335} <client loop> [TIME]:	(frame number: 0)
{40.06335} <client Loop> [STATUS]:	(generating frame)
{40.06935} <update track> [DEBUG]:	(updating targets)
{40.07835} <update track> [DEBUG]:	(updating obsticles)
{40.08635} <update track> [DEBUG]:	(updating car)
{40.09735} <Class Car Valid> [INFO]:	(valid triangle points)
{40.09735} <Class Car Valid> [INFO]:	(area: 2924.5)
{40.09735} <Class Car Valid> [INFO]:	(valid triangle points)
{40.09735} <Class Car Valid> [INFO]:	(area: 2924.5)
{40.09836} <update track> [DEBUG]:	(car updated with 3 points)
{40.10036} <Class Car Valid> [INFO]:	(valid triangle points)
{40.10036} <Class Car Valid> [INFO]:	(area: 2924.5)
{40.10036} <Class Car Valid> [INFO]:	(valid triangle points)
{40.10135} <Class Car Valid> [INFO]:	(area: 2924.5)
{40.10135} <Class Car Valid> [INFO]:	(valid triangle points)
{40.10135} <Class Car Valid> [INFO]:	(area: 2924.5)
{40.10135} <pathGenerator> [DEBUG]:	(no targets or no car)
{40.10135} <Class Car Valid> [INFO]:	(valid triangle points)
{40.10135} <Class Car Valid> [INFO]:	(area: 2924.5)
