{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.01563} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{6.09667} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 49392))
{6.11227} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{7.03586} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{7.03715} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x000001960CC30680>, <classes.Point object at 0x000001960CC306E0>, <classes.Point object at 0x000001960CC30710>]; Point[0,0] Class car constructor)
{7.03787} <client Loop> [STATUS]:	(generating frame)
{7.12280} <update track> [DEBUG]:	(updating walls)
{7.54321} <update track> [DEBUG]:	(found 2 goals)
{7.54420} <update track> [DEBUG]:	(updating targets)
{7.58308} <update track> [DEBUG]:	(updating obsticles)
{7.62003} <update track> [DEBUG]:	(updating car)
{7.68089} <Class Car Valid> [INFO]:	(valid triangle points)
{7.68089} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.68089} <Class Car Valid> [INFO]:	(valid triangle points)
{7.68089} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.68089} <update track> [DEBUG]:	(car updated with 3 points)
{7.69089} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69191} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69191} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69289} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69289} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69389} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69389} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69490} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69490} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69490} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69490} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69590} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69590} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69590} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69689} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69689} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69689} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69689} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69789} <pathGenerator> [DEBUG]:	(found destination)
{7.69789} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69789} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69889} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69889} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69889} <Class Car Valid> [INFO]:	(valid triangle points)
{7.69991} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.69991} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70089} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70119} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70132} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70132} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70132} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70234} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70234} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70234} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70234} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70336} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70336} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70336} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70436} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70436} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70436} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70534} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70534} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70636} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70636} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70636} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70636} <Class Car Valid> [INFO]:	(area: 3000.5)
{7.70736} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70736} <Class Car Valid> [INFO]:	(area: 3000.5000000000036)
{7.70736} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70834} <Class Car Valid> [INFO]:	(area: 3000.5000000000036)
{7.70834} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70834} <Class Car Valid> [INFO]:	(area: 3000.5000000000036)
{7.70834} <Class Car Valid> [INFO]:	(valid triangle points)
{7.70934} <Class Car Valid> [INFO]:	(area: 3000.5000000000036)
{7.70934} <Class Car Valid> [INFO]:	(valid triangle points)
