{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.01277} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{13.11889} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34338))
{13.11889} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{13.83296} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small)
{13.83396} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x00000274AD288D40>, <classes.Point object at 0x00000274AD288DA0>, <classes.Point object at 0x00000274AD288DD0>]; <classes.Point object at 0x00000274AD288E00> Class car constructor)
{13.83396} <client Loop> [STATUS]:	(generating frame)
{13.89893} <update track> [DEBUG]:	(updating targets)
{13.92163} <update track> [DEBUG]:	(updating obsticles)
{13.93779} <update track> [DEBUG]:	(updating car)
{13.96913} <Class Car Valid> [INFO]:	(valid triangle points)
{13.96913} <Class Car Valid> [INFO]:	(valid triangle points)
{13.96913} <update track> [DEBUG]:	(car updated with 3 points)
{13.96913} <Class Car Valid> [INFO]:	(valid triangle points)
{13.96913} <Class Car Valid> [INFO]:	(valid triangle points)
{13.97019} <Class Car Valid> [INFO]:	(valid triangle points)
{13.97019} <Class Car Valid> [INFO]:	(valid triangle points)
{13.97019} <Class Car Valid> [INFO]:	(valid triangle points)
{13.97019} <pathGenerator> [DEBUG]:	(found destination)
{13.97019} <Class Car Valid> [INFO]:	(valid triangle points)
{13.97019} <Class Car Valid> [INFO]:	(valid triangle points)
{14.39959} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <Class Car Valid> [INFO]:	(valid triangle points)
{21.25475} <pathGenerator> [DEBUG]:	(Target: (443.50, 202.50))
{21.26354} <pathGenerator> [DEBUG]:	(Front:   (339.00, 191.00))
{21.26354} <pathGenerator> [DEBUG]:	(Angle to target: 0.67 rad)
{21.26354} <pathGenerator> [DEBUG]:	(Rotation applied: -2.50 rad)
{21.26354} <pathGenerator> [DEBUG]:	(Movement: 211.59 px)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26456} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26556} <Class Car Valid> [INFO]:	(valid triangle points)
{21.26556} <Class Car Valid> [INFO]:	(valid triangle points)
{21.27533} <client sender> [STATUS]:	(create rotate -2.501976639637085)
{21.27643} <client sender> [COMMAND]:	(sending command rotate 47.784233963843015)
{21.27643} <client sender> [STATUS]:	(has ball False)
{21.27643} <client reciever> [RESPONSE]:	(modified OK ball lost)
{21.27643} <client reciever> [STATUS]:	(Ball lost)
{21.27643} <client Loop> [FPS]:	(0.13436411393994238)
{21.27643} <client Loop> [STATUS]:	(generating frame)
{21.28544} <update track> [DEBUG]:	(updating targets)
{21.30197} <update track> [DEBUG]:	(updating obsticles)
{21.31221} <update track> [DEBUG]:	(updating car)
{21.34579} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34579} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34579} <update track> [DEBUG]:	(car updated with 3 points)
{21.34579} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34579} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34579} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34711} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34711} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34711} <pathGenerator> [DEBUG]:	(found destination)
{21.34711} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34711} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34711} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <pathGenerator> [DEBUG]:	(Target: (443.50, 202.50))
{21.34812} <pathGenerator> [DEBUG]:	(Front:   (339.00, 191.00))
{21.34812} <pathGenerator> [DEBUG]:	(Angle to target: 0.67 rad)
{21.34812} <pathGenerator> [DEBUG]:	(Rotation applied: -2.51 rad)
{21.34812} <pathGenerator> [DEBUG]:	(Movement: 213.23 px)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34812} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34912} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34912} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34912} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34912} <Class Car Valid> [INFO]:	(valid triangle points)
{21.34912} <Class Car Valid> [INFO]:	(valid triangle points)
{21.36813} <client sender> [STATUS]:	(create rotate -2.5062136481041697)
{21.36813} <client sender> [COMMAND]:	(sending command rotate 47.86515486481807)
{21.36908} <client sender> [STATUS]:	(has ball False)
{21.89466} <client reciever> [RESPONSE]:	(modified OK)
{21.89466} <client Loop> [FPS]:	(1.617514476168072)
{21.89466} <client Loop> [STATUS]:	(generating frame)
{21.89466} <update track> [DEBUG]:	(updating targets)
{21.94708} <update track> [DEBUG]:	(updating obsticles)
{21.95976} <update track> [DEBUG]:	(updating car)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <update track> [DEBUG]:	(car updated with 3 points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99017} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <pathGenerator> [DEBUG]:	(adjusted target)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <pathGenerator> [DEBUG]:	(Target: (443.50, 203.50))
{21.99162} <pathGenerator> [DEBUG]:	(Front:   (339.00, 191.00))
{21.99162} <pathGenerator> [DEBUG]:	(Angle to target: 0.68 rad)
{21.99162} <pathGenerator> [DEBUG]:	(Rotation applied: -2.51 rad)
{21.99162} <pathGenerator> [DEBUG]:	(Movement: 214.45 px)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{21.99162} <Class Car Valid> [INFO]:	(valid triangle points)
{22.00624} <client sender> [STATUS]:	(create rotate -2.510929732029748)
{22.00624} <client sender> [COMMAND]:	(sending command rotate 47.9552254330731)
{22.00624} <client sender> [STATUS]:	(has ball False)
{22.46674} <client reciever> [RESPONSE]:	(modified OK)
{22.46674} <client Loop> [FPS]:	(1.747987189024403)
{22.46674} <client Loop> [STATUS]:	(generating frame)
{22.47347} <update track> [DEBUG]:	(updating targets)
{22.48799} <update track> [DEBUG]:	(updating obsticles)
{22.50408} <update track> [DEBUG]:	(updating car)
{22.55082} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55082} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55082} <update track> [DEBUG]:	(car updated with 3 points)
{22.55082} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55082} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55082} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <pathGenerator> [DEBUG]:	(adjusted target)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
{22.55218} <Class Car Valid> [INFO]:	(valid triangle points)
