{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.03906} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{12.03083} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 53632))
{12.03083} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{12.80981} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{12.81078} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x0000022269F997C0>, <classes.Point object at 0x000002226A33EB70>, <classes.Point object at 0x000002226A33EBA0>]; Point[0,0] Class car constructor)
{12.81078} <client Loop> [STATUS]:	(generating frame)
{12.96398} <update track> [DEBUG]:	(updating walls)
{13.48318} <update track> [DEBUG]:	(found 2 goals)
{13.48418} <update track> [DEBUG]:	(updating targets)
{13.54178} <update track> [DEBUG]:	(updating obsticles)
{13.57378} <update track> [DEBUG]:	(updating car)
{13.70390} <Class Car Valid> [INFO]:	(valid triangle points)
{13.70390} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.70390} <Class Car Valid> [INFO]:	(valid triangle points)
{13.70390} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.70390} <update track> [DEBUG]:	(car updated with 3 points)
{13.75790} <Class Car Valid> [INFO]:	(valid triangle points)
{13.75890} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.75890} <Class Car Valid> [INFO]:	(valid triangle points)
{13.75890} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.75890} <Class Car Valid> [INFO]:	(valid triangle points)
{13.75890} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.75990} <pathGenerator> [DEBUG]:	(no targets or no car)
{13.75990} <Class Car Valid> [INFO]:	(valid triangle points)
{13.75990} <Class Car Valid> [INFO]:	(area: 3190.75)
{13.80181} <client Loop> [RETRY]:	(failed to follow path (empty))
{13.80181} <client Loop> [FPS]:	(1.009047570474242)
{13.80181} <client loop> [TIME]:	(frame number: 0)
{13.80281} <client Loop> [STATUS]:	(generating frame)
