{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{9.81763} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34362))
{9.89807} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{10.82384} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small)
{10.82384} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x00000278142E9970>, <classes.Point object at 0x00000278142E99D0>, <classes.Point object at 0x00000278142E9A00>]; <classes.Point object at 0x00000278142E9A30> Class car constructor)
{10.82384} <client Loop> [STATUS]:	(generating frame)
{10.91384} <update track> [DEBUG]:	(updating targets)
{10.98857} <update track> [DEBUG]:	(updating obsticles)
{11.02138} <update track> [DEBUG]:	(updating car)
{11.10861} <Class Car Valid> [INFO]:	(valid triangle points)
{11.10961} <unkown> [INFO]:	(area: 2765.5)
{44.36043} <Class Car Valid> [INFO]:	(valid triangle points)
{44.36043} <unkown> [INFO]:	(area: 2765.5)
{46.88803} <update track> [DEBUG]:	(car updated with 3 points)
{46.89029} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <pathGenerator> [DEBUG]:	(found destination)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89060} <unkown> [INFO]:	(area: 2765.5)
{46.89060} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89380} <unkown> [INFO]:	(area: 2765.5)
{46.89380} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89415} <unkown> [INFO]:	(area: 2765.5)
{46.89415} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89415} <unkown> [INFO]:	(area: 2765.5)
{46.89415} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89415} <unkown> [INFO]:	(area: 2765.5)
{46.89415} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89415} <unkown> [INFO]:	(area: 2765.5)
{46.89415} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89415} <unkown> [INFO]:	(area: 2765.500000000001)
{46.89415} <pathGenerator> [DEBUG]:	(Target: (144.50, 244.50))
{46.89624} <pathGenerator> [DEBUG]:	(Front:   (535.00, 47.00))
{46.89624} <pathGenerator> [DEBUG]:	(Angle to target: 2.62 rad)
{46.89624} <pathGenerator> [DEBUG]:	(Rotation applied: -2.89 rad)
{46.89624} <pathGenerator> [DEBUG]:	(Movement: 279.43 px)
{46.89624} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89624} <unkown> [INFO]:	(area: 2765.5)
{46.89624} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89624} <unkown> [INFO]:	(area: 2765.5)
{46.89624} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89624} <unkown> [INFO]:	(area: 2765.5)
{46.89624} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89818} <unkown> [INFO]:	(area: 2765.5)
{46.89818} <Class Car Valid> [INFO]:	(valid triangle points)
{46.89818} <unkown> [INFO]:	(area: 2765.5)
