{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{6.94612} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 34326))
{6.95120} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{7.67446} <client Loop> [STATUS]:	(generating frame)
{9.13510} <update track> [DEBUG]:	(found 2 goals)
{9.13579} <update track> [DEBUG]:	(updating targets)
{9.15998} <update track> [DEBUG]:	(updating obsticles)
{9.17647} <update track> [DEBUG]:	(updating car)
{9.20969} <update track> [DEBUG]:	(car updated with 3 points)
{72.49578} <pathGenerator> [DEBUG]:	(found destination)
{72.49578} <pathGenerator> [DEBUG]:	(Target: (209.50, 56.50))
{72.49578} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{72.49578} <pathGenerator> [DEBUG]:	(Angle to target: 0.26 rad)
{72.49578} <pathGenerator> [DEBUG]:	(Rotation applied: -0.26 rad)
{72.49578} <pathGenerator> [DEBUG]:	(Movement: 216.99 px)
{107.99653} <client sender> [STATUS]:	(create rotate -0.26342263067063604)
{111.97469} <client sender> [COMMAND]:	(sending command rotate 5.031001655220293)
{113.26220} <client sender> [STATUS]:	(has ball False)
{188.12342} <client reciever> [RESPONSE]:	(modified OK ball lostOK)
{212.33694} <client reciever> [STATUS]:	(Ball lost)
{218.62786} <client Loop> [FPS]:	(0.004758615410355881)
{220.85549} <client Loop> [STATUS]:	(generating frame)
{269.59657} <update track> [DEBUG]:	(found 2 goals)
{271.13896} <update track> [DEBUG]:	(updating targets)
{271.14777} <update track> [DEBUG]:	(updating obsticles)
{271.16300} <update track> [DEBUG]:	(updating car)
{271.18741} <update track> [DEBUG]:	(car updated with 3 points)
{314.74126} <pathGenerator> [DEBUG]:	(found destination)
{443.12718} <pathGenerator> [DEBUG]:	(Target: (209.50, 56.50))
{443.12718} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{443.12718} <pathGenerator> [DEBUG]:	(Angle to target: 0.26 rad)
{443.12718} <pathGenerator> [DEBUG]:	(Rotation applied: -0.26 rad)
{443.12718} <pathGenerator> [DEBUG]:	(Movement: 216.99 px)
{443.15690} <client sender> [STATUS]:	(create rotate -0.26342263067063604)
{443.15690} <client sender> [COMMAND]:	(sending command rotate 5.031001655220293)
{443.15758} <client sender> [STATUS]:	(has ball False)
{443.29812} <client reciever> [RESPONSE]:	(modified OK)
{443.29812} <client Loop> [FPS]:	(0.004467684086700615)
{443.29812} <client Loop> [STATUS]:	(generating frame)
{444.75080} <update track> [DEBUG]:	(found 2 goals)
{444.75080} <update track> [DEBUG]:	(updating targets)
{444.78122} <update track> [DEBUG]:	(updating obsticles)
{444.79745} <update track> [DEBUG]:	(updating car)
{444.83880} <update track> [DEBUG]:	(car updated with 3 points)
{447.54932} <pathGenerator> [DEBUG]:	(adjusted target)
{447.54932} <pathGenerator> [DEBUG]:	(Target: (210.50, 56.50))
{447.54932} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{447.54932} <pathGenerator> [DEBUG]:	(Angle to target: 0.26 rad)
{447.54932} <pathGenerator> [DEBUG]:	(Rotation applied: -0.26 rad)
{447.54932} <pathGenerator> [DEBUG]:	(Movement: 217.95 px)
{447.55947} <client sender> [STATUS]:	(create rotate -0.2622279260034868)
{447.55980} <client sender> [COMMAND]:	(sending command rotate 5.0081844768228825)
{447.55980} <client sender> [STATUS]:	(has ball False)
{447.69263} <client reciever> [RESPONSE]:	(modified OK)
{447.69263} <client Loop> [FPS]:	(0.22755674074691362)
{447.69263} <client Loop> [STATUS]:	(generating frame)
{449.15127} <update track> [DEBUG]:	(found 2 goals)
{449.15127} <update track> [DEBUG]:	(updating targets)
{449.18093} <update track> [DEBUG]:	(updating obsticles)
{449.20066} <update track> [DEBUG]:	(updating car)
{449.23073} <update track> [DEBUG]:	(car updated with 3 points)
{449.23073} <pathGenerator> [DEBUG]:	(adjusted target)
{449.23073} <pathGenerator> [DEBUG]:	(Target: (177.50, 338.50))
{449.23201} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{449.23201} <pathGenerator> [DEBUG]:	(Angle to target: 1.09 rad)
{449.23201} <pathGenerator> [DEBUG]:	(Rotation applied: -1.09 rad)
{449.23201} <pathGenerator> [DEBUG]:	(Movement: 382.22 px)
{449.23493} <client sender> [STATUS]:	(create rotate -1.0878415794227718)
{449.23493} <client sender> [COMMAND]:	(sending command rotate 20.776243759923457)
{449.23493} <client sender> [STATUS]:	(has ball False)
{449.58397} <client reciever> [RESPONSE]:	(modified OK)
{449.58397} <client Loop> [FPS]:	(0.5287235277648604)
{449.58397} <client Loop> [STATUS]:	(generating frame)
{451.15116} <update track> [DEBUG]:	(found 2 goals)
{451.15116} <update track> [DEBUG]:	(updating targets)
{451.18282} <update track> [DEBUG]:	(updating obsticles)
{451.19895} <update track> [DEBUG]:	(updating car)
{451.23601} <update track> [DEBUG]:	(car updated with 3 points)
{451.23601} <pathGenerator> [DEBUG]:	(adjusted target)
{451.23601} <pathGenerator> [DEBUG]:	(Target: (334.50, 387.50))
{451.23601} <pathGenerator> [DEBUG]:	(From:   (0.00, 0.00))
{451.23601} <pathGenerator> [DEBUG]:	(Angle to target: 0.86 rad)
{451.23711} <pathGenerator> [DEBUG]:	(Rotation applied: -0.86 rad)
{451.23711} <pathGenerator> [DEBUG]:	(Movement: 511.90 px)
{451.24200} <client sender> [STATUS]:	(create rotate -0.8586739358465276)
{451.24200} <client sender> [COMMAND]:	(sending command rotate 16.399464167297747)
{451.24200} <client sender> [STATUS]:	(has ball False)
{451.52924} <client reciever> [RESPONSE]:	(modified OK)
{451.52924} <client Loop> [FPS]:	(0.5140683847693337)
