{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{42.56696} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 52444))
{42.58235} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{43.53524} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{43.53723} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x0000022DD13875C0>, <classes.Point object at 0x0000022DD154E900>, <classes.Point object at 0x0000022DD154E930>]; Point[0,0] Class car constructor)
{43.53723} <client Loop> [STATUS]:	(generating frame)
{43.61223} <update track> [DEBUG]:	(updating walls)
{44.02152} <update track> [DEBUG]:	(found 2 goals)
{44.02152} <update track> [DEBUG]:	(updating targets)
{44.05870} <update track> [DEBUG]:	(updating obsticles)
{44.09929} <update track> [DEBUG]:	(updating car)
{44.17074} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 9.25)
{44.17176} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x0000022DD154EBD0>, <classes.Point object at 0x0000022DD154EC30>, <classes.Point object at 0x0000022DD154EC00>]; Point[498.0,449.0] Class car constructor)
{44.17176} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 9.25)
{44.17176} <update track> [DEBUG]:	(car is not valid)
{44.17176} <client Loop> [RETRY]:	(no car)
{44.20175} <client Loop> [FPS]:	(1.5048547242340113)
{44.20175} <client loop> [TIME]:	(frame number: 0)
{44.20175} <client Loop> [STATUS]:	(generating frame)
{44.22576} <update track> [DEBUG]:	(updating targets)
{44.24429} <update track> [DEBUG]:	(updating obsticles)
{44.26029} <update track> [DEBUG]:	(updating car)
{44.28631} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 105.0)
{44.28631} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x0000022DD154ED80>, <classes.Point object at 0x0000022DD154EC00>, <classes.Point object at 0x0000022DD154EBD0>]; Point[348.0,466.0] Class car constructor)
{44.28631} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 105.0)
{44.28631} <update track> [DEBUG]:	(car is not valid)
{44.28730} <client Loop> [RETRY]:	(no car)
{44.29031} <client Loop> [FPS]:	(11.291158323193384)
{44.29031} <client loop> [TIME]:	(frame number: 1)
{44.29031} <client Loop> [STATUS]:	(generating frame)
{44.31533} <update track> [DEBUG]:	(updating targets)
