{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{2.60730} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 37860))
{2.60730} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{3.32592} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{3.32693} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x000001A253540680>, <classes.Point object at 0x000001A2534B3530>, <classes.Point object at 0x000001A25402FEC0>]; Point[0,0] Class car constructor)
{3.32693} <client Loop> [STATUS]:	(generating frame)
{3.37854} <update track> [DEBUG]:	(updating walls)
{3.72236} <update track> [DEBUG]:	(found 2 goals)
{3.72262} <update track> [DEBUG]:	(updating targets)
{3.74370} <update track> [DEBUG]:	(updating obsticles)
{3.76170} <update track> [DEBUG]:	(updating car)
{3.79576} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79576} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.79576} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79576} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.79576} <update track> [DEBUG]:	(car updated with 3 points)
{3.79876} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79876} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.79876} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79876} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.79876} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79876} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.79975} <pathGenerator> [DEBUG]:	(no targets or no car)
{3.79975} <Class Car Valid> [INFO]:	(valid triangle points)
{3.79975} <Class Car Valid> [INFO]:	(area: 2885.75)
{3.80976} <client Loop> [RETRY]:	(failed to follow path (empty))
{3.81075} <client Loop> [FPS]:	(2.066861116901254)
{3.81075} <client loop> [TIME]:	(frame number: 0)
{3.81075} <client Loop> [STATUS]:	(generating frame)
{3.81575} <update track> [DEBUG]:	(updating targets)
{3.82775} <update track> [DEBUG]:	(updating obsticles)
{3.83676} <update track> [DEBUG]:	(updating car)
{3.84878} <Class Car Valid> [INFO]:	(valid triangle points)
{3.84878} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.84878} <Class Car Valid> [INFO]:	(valid triangle points)
{3.84978} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.84978} <update track> [DEBUG]:	(car updated with 3 points)
{3.85178} <Class Car Valid> [INFO]:	(valid triangle points)
{3.85278} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.85278} <Class Car Valid> [INFO]:	(valid triangle points)
{3.85278} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.85278} <Class Car Valid> [INFO]:	(valid triangle points)
{3.85278} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.85278} <pathGenerator> [DEBUG]:	(no targets or no car)
{3.85278} <Class Car Valid> [INFO]:	(valid triangle points)
{3.85278} <Class Car Valid> [INFO]:	(area: 2835.5)
{3.85577} <client Loop> [RETRY]:	(failed to follow path (empty))
{3.85589} <client Loop> [FPS]:	(22.154106188333227)
{3.85589} <client loop> [TIME]:	(frame number: 1)
{3.85589} <client Loop> [STATUS]:	(generating frame)
{3.86292} <update track> [DEBUG]:	(updating targets)
{3.87392} <update track> [DEBUG]:	(updating obsticles)
{3.88395} <update track> [DEBUG]:	(updating car)
{3.89395} <Class Car Valid> [INFO]:	(valid triangle points)
