{0.00000} <init Client> [INFO]:	(Logging enabled)
{0.00000} <init Client> [STATUS]:	(Venter på forbindelse på 0.0.0.0:12345...)
{5.16170} <init Client> [STATUS]:	(Forbundet til: ('192.168.28.151', 52932))
{5.16170} <init Client> [STATUS]:	(Modtaget EV3 is ready)
{5.92833} <Class Car Valid> [ERROR]:	(invalid triangle points, area too small: 0.5)
{5.92833} <unkown> [DEBUG]:	(generating invalid car, [<classes.Point object at 0x000001D45219E900>, <classes.Point object at 0x000001D45219E9C0>, <classes.Point object at 0x000001D45219EA50>]; Point[0,0] Class car constructor)
{5.92833} <client Loop> [STATUS]:	(generating frame)
{5.99563} <update track> [DEBUG]:	(updating walls)
{6.33496} <update track> [DEBUG]:	(found 2 goals)
{6.33596} <update track> [DEBUG]:	(updating targets)
{6.36248} <update track> [DEBUG]:	(updating obsticles)
{6.38674} <update track> [DEBUG]:	(updating car)
{6.42873} <Class Car Valid> [INFO]:	(valid triangle points)
{6.42974} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.42974} <Class Car Valid> [INFO]:	(valid triangle points)
{6.42974} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.42974} <update track> [DEBUG]:	(car updated with 3 points)
{6.42974} <Class Car Valid> [INFO]:	(valid triangle points)
{6.42974} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.42974} <Class Car Valid> [INFO]:	(valid triangle points)
{6.42974} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.42974} <Class Car Valid> [INFO]:	(valid triangle points)
{6.43074} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.43074} <pathGenerator> [DEBUG]:	(no targets or no car)
{6.43275} <Class Car Valid> [INFO]:	(valid triangle points)
{6.43275} <Class Car Valid> [INFO]:	(area: 2644.5)
{6.44893} <client Loop> [RETRY]:	(failed to follow path (empty))
{6.44893} <client Loop> [FPS]:	(1.920870804925756)
{6.44893} <client loop> [TIME]:	(frame number: 0)
{6.44893} <client Loop> [STATUS]:	(generating frame)
{6.45294} <update track> [DEBUG]:	(updating targets)
{6.46294} <update track> [DEBUG]:	(updating obsticles)
{6.47493} <update track> [DEBUG]:	(updating car)
{6.48493} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48493} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48493} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48493} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48493} <update track> [DEBUG]:	(car updated with 3 points)
{6.48493} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48493} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <pathGenerator> [DEBUG]:	(found destination)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48593} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48593} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48693} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48693} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <pathGenerator> [DEBUG]:	(Adjusted rotation angle to avoid wall: 0.83)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48693} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48693} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48693} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48693} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48792} <Class Car Valid> [INFO]:	(area: 2685.7499999999927)
{6.48792} <pathGenerator> [DEBUG]:	(Target: (329.50, 198.50))
{6.48792} <pathGenerator> [DEBUG]:	(Front:   (178.00, 187.00))
{6.48792} <pathGenerator> [DEBUG]:	(Angle to target: 0.83 rad)
{6.48792} <pathGenerator> [DEBUG]:	(Rotation applied: -0.04 rad)
{6.48792} <pathGenerator> [DEBUG]:	(Movement: 151.94 px)
{6.48792} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48792} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48792} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48792} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48792} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48792} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48792} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48792} <Class Car Valid> [INFO]:	(area: 2685.75)
{6.48892} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48892} <Class Car Valid> [INFO]:	(area: 2685.7499999999927)
{6.48892} <Class Car Valid> [INFO]:	(valid triangle points)
{6.48892} <Class Car Valid> [INFO]:	(area: 2685.7499999999927)
{6.49193} <client sender> [STATUS]:	(create movement 151.93584172274822)
{6.49193} <client sender> [COMMAND]:	(sending command drive 0.7596792086137412)
{6.49193} <client sender> [STATUS]:	(has ball False)
{7.31161} <client reciever> [RESPONSE]:	(modified OK)
{7.31241} <client reciever> [RAW_RESPONSE]:	('OK')
{7.31241} <client Loop> [FPS]:	(1.1581010948425439)
{7.31241} <client loop> [TIME]:	(frame number: 1)
{7.31241} <client Loop> [STATUS]:	(generating frame)
{7.31641} <update track> [DEBUG]:	(updating targets)
{7.32644} <update track> [DEBUG]:	(updating obsticles)
{7.33792} <update track> [DEBUG]:	(updating car)
{7.34693} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34693} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34693} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34693} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34693} <update track> [DEBUG]:	(car updated with 3 points)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34843} <pathGenerator> [DEBUG]:	(failed to adjust target)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34843} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34843} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34944} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34944} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34944} <pathGenerator> [DEBUG]:	(Adjusted rotation angle to avoid wall: 0.83)
{7.34944} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34944} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34944} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34944} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34944} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34944} <Class Car Valid> [INFO]:	(area: 2686.25)
{7.34944} <Class Car Valid> [INFO]:	(valid triangle points)
{7.34944} <Class Car Valid> [INFO]:	(area: 2686.2500000000073)
{7.34944} <pathGenerator> [DEBUG]:	(Target: (329.50, 198.50))
{7.35044} <pathGenerator> [DEBUG]:	(Front:   (178.00, 187.00))
{7.35044} <pathGenerator> [DEBUG]:	(Angle to target: 0.83 rad)
{7.35044} <pathGenerator> [DEBUG]:	(Rotation applied: -0.05 rad)
{7.35044} <pathGenerator> [DEBUG]:	(Movement: 151.94 px)
{7.35044} <Class Car Valid> [INFO]:	(valid triangle points)
{7.35044} <Class Car Valid> [INFO]:	(area: 2686.25)
